run_id,condition,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,key_press,StimulusDurationSetting,iTrial,Phase,correctResponse,CharacterResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
23,1,3869.095,"{""Q0"":""1237""}",survey-text,0,3909,0.0-0.0,"""","""","""","""","""","""","""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,1237.585,"""",image-button-response,1,5155,0.0-1.0,directionsConfidence.JPG,0,"""","""","""","""","""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,4501.14,"""",video-button-response,2,9681,0.0-2.0,"""",0,"""","""","""","""","""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",html-keyboard-response,3,10698,0.0-3.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,1,ITI,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",image-keyboard-response,4,10964,0.0-4.0,jspsych/scrambledNeutralFaces/scrambledAF33NES.JPG,"""",null,250,1,forwardMask,0,"""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",image-keyboard-response,5,11028,0.0-5.0,jspsych/neutralFaces/AF33NES.JPG,"""",null,49,1,Cue,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",image-keyboard-response,6,11137,0.0-6.0,jspsych/neutralFaces/AF18NES.JPG,"""",null,100,1,backwardMask,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",html-keyboard-response,7,11347,0.0-7.0,"<div style=""font-size:60px;"">+</div>","""",null,200,1,fixationBtwnNeutralMaskAndPrompt,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,2031.47,"""",html-keyboard-response,8,13380,0.0-8.0,"<p> Did you see the ""hidden"" face? Press <b>0</b> if you did <i>not</i>, <b>1</b> if you <i>did</i>. </p>","""",48,"""",1,QueryConfidence,"""",0,11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,568.795,"""",html-keyboard-response,9,13951,0.0-9.0,"<p> What was the emotion of the hidden face? Go with your gut if you are not certain. <br> Press, <b>0</b> for <i>neutral face</i> or <b>1</b> for <i>disgust face</i></p>","""",48,"""",1,Query,"""",0,11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",html-keyboard-response,10,15958,0.0-10.0,Good job! 25% Done,"""",null,2000,2,encouragement,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",html-keyboard-response,11,16975,0.0-11.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,2,ITI,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",image-keyboard-response,12,17240,0.0-12.0,jspsych/scrambledDisgustFaces/scrambledBM14DIS.JPG,"""",null,250,2,forwardMask,1,"""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",image-keyboard-response,13,17307,0.0-13.0,jspsych/disgustFaces/BM14DIS.JPG,"""",null,66,2,Cue,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",image-keyboard-response,14,17424,0.0-14.0,jspsych/neutralFaces/AF04NES.JPG,"""",null,100,2,backwardMask,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,null,"""",html-keyboard-response,15,17640,0.0-15.0,"<div style=""font-size:60px;"">+</div>","""",null,200,2,fixationBtwnNeutralMaskAndPrompt,"""","""",11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
23,1,1442.055,"""",html-keyboard-response,16,19083,0.0-16.0,"<p> Did you see the ""hidden"" face? Press <b>0</b> if you did <i>not</i>, <b>1</b> if you <i>did</i>. </p>","""",48,"""",2,QueryConfidence,"""",0,11/20/2020 19:20,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
